,TOTAL_SECONDS_E,TOTAL_SECONDS_S,ESTACAO_E_m,ESTACAO_S_m
111469,34517,35122,OD,CG
111470,32295,33032,MP,AH
111471,34794,35997,RA,OR
111472,53156,53750,OR,AP
111473,51229,51696,EC,CG
111474,72316,73797,SP,AL
111475,55476,55891,SA,MP
111476,28150,28552,MP,SA
111477,43258,44034,CG,EC
111478,70046,70487,CG,EC
111479,46608,47542,AL,BC
111480,65621,67859,PO,OL
111481,51518,52727,CG,CS
111482,61775,63385,AL,RA
111483,60476,61053,AN,MM
111484,50694,52747,OD,CS
111485,35892,37232,SR,AM
111486,86125,87189,TP,SA
111487,43799,44515,AE,RO
111488,42712,43161,TP,SP
111489,47435,49953,PO,AP
111490,75436,76392,MP,CA
111491,34356,35185,TP,PI
111492,31269,31894,CG,AE
111493,36563,37497,RO,AL
111494,28156,29511,AS,PA
111495,51309,51795,JZ,LA
111496,61503,61930,CS,IN
111497,83901,85848,TE,EN
111498,28503,29756,MO,SS
111499,68920,69189,BC,CS
111500,34699,35912,AH,SA
111501,78120,79060,CH,EN
111502,49582,51572,OD,BC
111503,32194,32932,JZ,MP
111504,44611,46200,AP,CP
111505,56223,57345,LU,CP
111506,66113,66899,EC,RA
111507,73243,73446,AS,RB
111508,53568,54030,JZ,SS
111509,29405,31387,SP,TE
111510,36658,37257,MP,LA
111511,65167,65860,BC,SS
111512,76227,76732,MO,EN
111513,30005,31921,OD,CH
111514,30420,32393,SR,OR
111515,58140,59353,CU,SR
111516,36341,37367,CG,SS
111517,32315,33606,CM,MP
111518,43929,45232,OS,CM
111519,39239,40651,AN,CU
111520,63469,64130,RA,EC
111521,70165,70473,PO,CM
111522,31462,32711,MO,SS
111523,36459,37114,RB,CM
111524,32381,34153,SR,RE
111525,61287,61623,CH,OR
111526,28794,30304,OS,SR
111527,65793,66456,EC,LU
111528,56384,57003,AP,OR
111529,40876,41621,JZ,AV
111530,66758,69012,AV,AX
111531,26837,27780,PE,CM
111532,84283,85489,CS,AM
111533,37053,39572,SR,CM
111534,62596,64084,EC,TP
111535,38700,40613,AH,AE
111536,61818,62360,CS,SP
111537,77227,78498,BC,QC
111538,61429,62570,LU,CP
111539,63393,63915,OR,EN
111540,85384,87123,CS,OL
111541,31073,31727,TP,MP
111542,36237,37009,JZ,MP
111543,70315,71520,BC,TE
111544,59485,61039,CM,AM
111545,40604,41937,AN,MP
111546,26836,27489,IN,BC
111547,60931,62438,SA,CS
111548,44062,44704,JZ,LA
111549,66805,68105,JZ,CS
111550,26473,27049,CG,AL
111551,30761,31829,PO,MP
111552,71051,71728,JZ,PO
111553,38328,38676,EC,CU
111554,27115,28031,TP,SS
111555,65984,66939,SA,CS
111556,37396,37628,RE,AV
111557,65968,66645,AV,SP
111558,74594,76081,OD,RA
111559,41211,41952,CS,AM
111560,67263,68962,MP,OD
111561,29779,30443,CS,AV
111562,33209,35017,EN,PI
111563,65905,66403,JZ,CM
111564,77325,77794,RE,TP
111565,49061,49355,EC,SA
111566,50266,51082,MP,CM
111567,28476,28987,JZ,CA
111568,71117,72216,CU,OD
111569,56468,57634,PO,SS
111570,48015,50071,CU,AS
111571,60662,61188,CP,RA
111572,58109,58586,IN,CS
111573,61077,61684,PE,MP
111574,60454,61694,SS,OL
111575,48607,49660,OD,CP
111576,70487,70768,AL,CG
111577,45660,46126,RO,CS
111578,54980,56240,SA,OR
111579,69022,69799,AM,CP
111580,54658,55405,JZ,PO
111581,68807,69637,IN,OS
111582,66233,68101,CG,MO
111583,47578,48270,AV,CS
111584,58583,59603,SA,OR
111585,69192,70351,MP,AF
111586,77498,78757,AH,BC
111587,68326,69096,AE,IN
111588,35721,36697,CG,AV
111589,64558,65419,PE,BC
111590,30527,32814,EN,CA
111591,28521,29184,EC,RA
111592,40583,41769,MP,CS
111593,66417,67166,CG,AM
111594,49190,49743,MP,JZ
111595,69866,70382,RO,CS
111596,24110,25909,PO,MP
111597,29814,30598,PO,PE
111598,69842,71880,AS,SA
111599,44394,45141,TP,SS
111600,63578,65655,AL,MP
111601,29585,31773,AP,CG
111602,26875,27577,OD,CG
111603,74343,75506,CM,RE
111604,82525,83375,EC,MP
111605,29241,30149,TP,SA
111606,73120,73780,PE,RE
111607,61570,62602,MP,LU
111608,54860,56025,SA,AH
111609,43933,44358,JZ,CM
111610,30217,31892,SP,AH
111611,26193,27513,SR,EC
111612,30166,31519,LU,RA
111613,67227,69270,MM,OR
111614,28038,29405,SP,JZ
111615,70547,70759,BC,CS
111616,29995,30998,CA,PA
111617,32421,32906,LU,OD
111618,31825,33007,TE,RA
111619,58751,59348,CU,TE
111620,34396,34939,TP,MP
111621,33795,34339,AN,CS
111622,61943,62482,MP,RE
111623,28722,29402,AM,TE
111624,33033,33490,OR,MO
111625,49386,51026,CG,OL
111626,69128,70530,AV,CM
111627,48526,49025,PE,SS
111628,31283,33591,SR,CM
111629,28115,28856,EC,RA
111630,27038,27436,AM,AL
111631,67398,68178,SA,CG
111632,51661,52580,MP,CM
111633,60212,61150,OD,CG
111634,34007,35726,OD,CH
111635,50609,51864,MM,CU
111636,61624,61876,CU,CG
111637,74179,75106,CP,AX
111638,68141,69726,CG,CS
111639,30012,31113,CS,AL
111640,56172,58324,CS,LU
111641,82634,83425,SA,OS
111642,25995,26661,JZ,PO
111643,40997,41912,MP,CM
111644,35356,38186,AP,TP
111645,38273,38919,CG,SA
111646,44551,45268,OR,OS
111647,35251,36085,LA,MP
111648,52896,53428,AF,CM
111649,38503,38835,EN,MO
111650,65763,66071,EC,SA
111651,58339,58836,OD,LU
111652,29352,29989,AM,CG
111653,57133,57448,CG,CU
111654,37851,38726,AH,AV
111655,69231,69654,CG,EC
111656,34324,36009,RM,PA
111657,63683,64922,MM,PE
111658,29933,30436,JZ,MP
111659,89457,90379,AE,EC
111660,54534,55142,CS,BC
111661,66929,69128,CH,CG
111662,32517,33047,SA,CG
111663,35499,35851,EC,CG
111664,72240,74410,OS,AF
111665,29204,30908,MO,PE
111666,27495,28551,SR,SA
111667,37874,39279,SP,EC
111668,28550,30179,OD,OS
111669,81230,81968,RE,JZ
111670,41682,44195,RE,BV
111671,65825,66610,CS,SP
111672,30015,30635,CG,PI
111673,64638,64881,CU,CG
111674,75119,76048,MP,CG
111675,52843,54073,CS,CG
111676,50209,51643,EC,OD
111677,60204,60657,SA,AM
111678,83302,85471,TP,SR
111679,66251,67057,CU,OD
111680,31807,32405,EC,CG
111681,67681,68429,PA,AH
111682,56142,56931,MP,CM
111683,65824,66303,CS,MM
111684,37145,38092,IN,CS
111685,68964,69290,CP,CU
111686,69661,71573,MP,MO
111687,55625,56044,CP,PI
111688,74374,74746,SS,JZ
111689,66504,67061,MP,EC
111690,62816,64083,SA,MO
111691,70920,72258,TE,CS
111692,65735,66927,MP,AE
111693,30490,31876,PI,AP
111694,44807,45607,PO,JZ
111695,47627,48394,QC,SA
111696,36300,37790,TP,CU
111697,51007,52217,PO,MP
111698,50691,51563,AV,BC
111699,63314,63849,AM,AE
111700,51962,53487,CU,MM
111701,29182,29794,TP,MP
111702,66162,66762,SS,CM
111703,65838,66650,JZ,PO
111704,44185,44983,CU,AL
111705,74525,76004,SA,OD
111706,61729,62766,OS,EN
111707,51777,53293,CM,BC
111708,39492,40171,RM,QC
111709,37067,37395,EC,CG
111710,44779,45233,AN,AM
111711,29380,29623,EC,SA
111712,60747,61629,AM,CS
111713,49986,50768,IN,CG
111714,48460,48974,MP,CP
111715,30696,33390,SR,MO
111716,62362,63411,RA,JZ
111717,56521,58718,SR,SS
111718,63409,63578,LA,AH
111719,31980,32284,JZ,AH
111720,53455,54144,SA,BV
111721,24607,24747,CA,CM
111722,50631,51693,CG,MP
111723,80380,83787,CH,MP
111724,35547,35852,RE,AV
111725,30480,31707,SR,PI
111726,59002,59410,AS,AF
111727,69098,70520,RA,PI
111728,31989,33810,CH,OD
111729,68597,69126,AM,BV
111730,36707,37750,AV,MM
111731,69008,70564,BC,AF
111732,66173,67231,MP,SP
111733,33152,33689,EC,MP
111734,27593,29434,OD,BC
111735,64685,65743,SA,JZ
111736,46146,47274,SS,PO
111737,36413,38421,OR,MP
111738,23879,25259,TP,CG
111739,71778,72130,CG,AL
111740,55752,56570,AN,MP
111741,33709,34590,MP,CS
111742,63630,65218,PI,AS
111743,45128,45372,PI,SA
111744,66102,66414,SA,MP
111745,23408,24259,CM,JZ
111746,48504,48824,OL,BV
111747,29078,29556,MP,BC
111748,26867,28045,SS,OR
111749,24229,25977,JZ,OR
111750,31112,31739,SP,MP
111751,56371,57345,RA,CG
111752,56162,56822,CM,SS
111753,26336,27046,TP,MP
111754,65719,66188,MP,EC
111755,64499,65461,AM,MO
111756,40350,40964,AN,BC
111757,68477,68847,EC,CG
111758,29610,31564,SR,RA
111759,59770,60820,MM,AL
111760,24559,25009,EC,PI
111761,88145,89163,CG,OD
111762,48994,49716,JZ,RE
111763,29681,31173,CG,OR
111764,48960,49366,RA,MP
111765,27012,27740,CS,AV
111766,54302,54616,AL,AE
111767,52350,53738,CG,CS
111768,66604,67730,BC,JZ
111769,64815,65355,PE,CM
111770,70675,70987,MM,IN
111771,45319,46058,JZ,SA
111772,73638,73954,RM,CG
111773,33571,34554,CG,RA
111774,39941,40530,AP,OR
111775,42550,42876,CM,PO
111776,39504,40837,EC,AL
111777,69505,70388,CU,RA
111778,26794,28917,RB,CH
111779,41086,42616,EC,OD
111780,61422,61766,CG,LU
111781,62730,63381,LU,EC
111782,55326,56639,CM,SP
111783,28474,28977,AM,SA
111784,54959,55937,AF,SS
111785,63021,63800,CG,AN
111786,63740,64336,AV,RE
111787,48018,49077,BC,JZ
111788,32927,33541,EC,MP
111789,31121,31433,RE,AV
111790,65496,65788,MP,SA
111791,29676,30761,PO,MP
111792,41664,42747,CU,RA
111793,65340,67215,TP,CM
111794,29489,29935,RB,PO
111795,69677,70556,BC,JZ
111796,44901,46447,RB,SS
111797,65009,65219,SA,EC
111798,67240,68479,RA,CG
111799,44809,45693,SS,CM
111800,79919,80238,EC,CG
111801,29406,30245,TP,IN
111802,70293,71325,RE,SA
111803,59194,59605,SP,RE
111804,36686,38654,CS,OR
111805,32212,32913,CG,SA
111806,62600,63158,AL,RM
111807,61548,62605,BC,PE
111808,50389,50732,AS,AF
111809,65469,67310,AV,OR
111810,30699,31910,SP,SS
111811,39548,41039,RM,OD
111812,25525,26933,OR,MP
111813,69238,70506,SA,AX
111814,29886,31149,AX,CP
111815,74276,75005,CM,PE
111816,57116,58750,OR,MP
111817,65306,65933,SA,CG
111818,66995,67768,CS,IN
111819,64142,66290,CS,RB
111820,47455,48503,CS,AM
111821,62772,65140,AP,RO
111822,52311,52604,CG,RM
111823,51487,53684,AM,BC
111824,29349,30076,RE,PI
111825,24027,26327,OR,SR
111826,63489,63754,SA,CP
111827,26235,26993,PO,JZ
111828,30881,32389,OD,AM
111829,42306,43611,BC,CG
111830,60911,61207,CU,CG
111831,24372,26314,MO,TE
111832,33517,34684,TP,CU
111833,60603,61476,MP,SS
111834,45483,46466,MM,PA
111835,69464,70418,SS,OR
111836,52159,53878,JZ,CS
111837,26702,27999,CA,RE
111838,70105,71094,SA,CH
111839,64547,65943,CM,CS
111840,66050,67475,EC,TP
111841,31379,33689,CS,AP
111842,70383,70557,AS,RB
111843,34639,35007,EC,CG
111844,80392,81938,SP,SA
111845,29458,29899,BC,MM
111846,41552,42890,AL,MP
111847,41419,42908,SS,BC
111848,30363,31173,CS,AM
111849,72340,73563,RA,CG
111850,37379,38066,AH,PE
111851,33814,35460,SA,CS
111852,56965,58284,RA,LU
111853,40002,41086,JZ,BC
111854,29537,30235,RB,PO
111855,59286,60216,SS,CS
111856,44692,45637,PE,AS
111857,29121,29746,SR,CG
111858,66900,68657,AP,AM
111859,49356,50435,RB,CM
111860,27936,28648,OS,SS
111861,47532,47973,LU,SR
111862,37982,39009,TP,JZ
111863,83739,85182,CS,LA
111864,66456,67387,PA,LA
111865,81062,81644,RO,IN
111866,37646,38732,CS,CG
111867,76582,77725,SS,CS
111868,27135,28651,AN,OD
111869,31475,33191,CS,CU
111870,56097,57682,CH,BC
111871,31549,32717,TP,CP
111872,80988,82779,AS,AM
111873,67719,68199,OR,MO
111874,32608,33285,CS,MM
111875,74774,75790,CU,AM
111876,68248,69022,SS,OS
111877,61623,62054,SS,RE
111878,39716,40949,OD,CU
111879,62588,64921,PI,RB
111880,62359,62848,MP,TP
111881,34637,35247,RB,CA
111882,74573,75481,EC,CG
111883,59068,59591,JZ,AH
111884,67279,69419,PI,MO
111885,44951,46449,CU,TP
111886,61544,62099,SS,JZ
111887,45469,45834,EC,CG
111888,50113,50728,OR,SA
111889,66055,67072,AM,CS
111890,40691,41537,CG,RA
111891,31852,33290,BV,CS
111892,37234,38039,AE,CS
111893,64309,65812,AE,OD
111894,52567,52758,IN,MM
111895,23134,24271,BC,AL
111896,33426,33992,BV,AM
111897,61164,64153,OR,OD
111898,31084,32468,CS,CG
111899,70331,71443,SA,AX
111900,42605,43577,CG,AN
111901,62970,64094,RA,CH
111902,35349,35976,CG,SA
111903,34878,35530,CG,CP
111904,54074,55837,OR,RO
111905,68714,68957,EC,CU
111906,58102,60080,CU,AS
111907,31102,32692,AV,EN
111908,69492,69898,OR,MO
111909,45554,45774,CU,CG
111910,39230,39875,MP,LA
111911,65840,67042,CM,RA
111912,71787,72610,CS,MP
111913,49870,50847,CG,OD
111914,65526,65983,PI,EC
111915,59335,60728,CG,SR
111916,34930,36060,OR,SS
111917,71277,73195,RO,PI
111918,85502,87072,SS,AS
111919,28192,29203,LU,MP
111920,60933,62690,AP,SA
111921,63306,64544,JZ,BC
111922,78119,79401,OD,SA
111923,57380,57904,SA,EC
111924,73533,73929,AE,AN
111925,78044,78440,MM,BC
111926,30092,31283,CG,CS
111927,39109,39579,PE,CM
111928,49712,51086,OL,RA
111929,68309,69226,LA,AS
111930,59976,60658,CM,JZ
111931,46772,48249,MP,RM
111932,55377,55948,PA,RE
111933,49058,50627,AS,MP
111934,64554,65009,CM,PO
111935,74267,75390,RE,CM
111936,29991,31310,PO,MP
111937,24836,28167,OD,AP
111938,33087,33783,LA,MP
111939,61767,62824,CS,RM
111940,32976,34097,SR,PI
111941,59634,60970,JZ,TP
111942,39847,41770,CG,OR
111943,68396,70416,OR,BC
111944,41236,42527,AH,CS
111945,57996,58367,AM,RM
111946,29425,30937,AS,RE
111947,45058,45770,EC,TE
111948,41947,43257,AX,EC
111949,53142,53977,AM,BC
111950,67906,69267,SS,OR
111951,46574,47130,RE,AV
111952,33260,33951,MM,AE
111953,66413,67038,AM,SS
111954,66323,66739,OR,MO
111955,56913,57338,CM,JZ
111956,66878,68496,PA,RB
111957,40308,42948,RB,AL
111958,72183,72521,BC,AV
111959,29491,30282,AM,CS
111960,66805,67290,MP,EC
111961,67726,67968,AL,RM
111962,55173,57148,OR,RA
111963,32282,33330,IN,CG
111964,76726,77677,CG,IN
111965,48132,49325,JZ,SP
111966,65852,68130,BC,OD
111967,28741,29402,RE,SP
111968,32358,34574,OD,LA
111969,48564,50362,CU,CS
111970,55498,56261,AN,BC
111971,58390,58896,RM,AE
111972,66184,66929,CA,SS
111973,60610,62016,AE,SR
111974,48043,48439,EN,OR
111975,63088,63558,CP,CG
111976,64209,64584,OR,CH
111977,33123,35178,PO,CG
111978,53464,54076,CU,MP
111979,40925,41907,AV,CM
111980,69188,69992,AN,CS
111981,47877,49506,TE,BV
111982,37733,39037,CU,OD
111983,36043,37334,CP,BC
111984,46946,47759,AF,JZ
111985,34370,36441,CS,OR
111986,73945,74535,AM,CG
111987,61326,62608,MP,PO
111988,64173,64732,QC,CP
111989,86508,88348,RO,OR
111990,65228,66408,AN,CG
111991,47630,49196,EN,MM
111992,33747,34073,CU,CG
111993,48323,49049,RB,PO
111994,69907,71006,TP,RA
111995,43096,44145,AM,CS
111996,80357,81014,SS,AM
111997,62677,63255,CH,OR
111998,30847,32261,CH,RA
111999,41036,42744,CS,OR
112000,41693,43842,MM,SR
112001,58224,59120,MO,SA
112002,44700,45081,AS,PO
112003,34763,35670,PO,JZ
112004,75382,76585,LA,BC
112005,71831,72489,CM,RB
112006,55072,55738,MP,EC
112007,62616,63174,PI,EC
112008,31892,32145,LU,CG
112009,33566,33881,EC,SA
112010,33467,34010,AM,CG
112011,65948,66834,MP,CG
112012,66212,67431,CA,TP
112013,67015,68436,EC,SR
112014,40878,41506,CG,CP
112015,27885,28484,SA,CG
112016,45382,46793,OD,EC
112017,30064,31685,CS,OL
112018,64237,65831,AM,OD
112019,62837,64108,RO,SS
112020,60919,61468,AV,TP
112021,54525,55591,RM,CH
112022,58825,59598,SP,BC
112023,34421,35240,AH,SS
112024,48189,48852,EC,MP
112025,58988,60761,SA,OD
112026,48875,49493,MM,CS
112027,39417,40665,CS,CG
112028,33486,34563,TE,MP
112029,25705,25961,TP,BC
112030,30970,32239,PI,OR
112031,57962,58820,CS,AM
112032,58461,59186,AH,PO
112033,82709,84677,MO,LU
112034,87079,89090,OR,AS
112035,69730,70316,OR,MO
112036,32400,33585,AH,MP
112037,49575,49877,IN,MM
112038,28834,29087,EC,CU
112039,52299,53651,AF,SS
112040,57144,58669,CU,TP
112041,53688,54603,RO,TP
112042,31072,32893,OS,OD
112043,64467,66276,CG,AH
112044,34586,35388,AL,RO
112045,33459,34489,CS,CP
112046,57712,58132,SS,JZ
112047,77640,78434,AP,OR
112048,43103,44373,MM,CM
112049,64865,65420,RE,PA
112050,56676,57319,JZ,CM
112051,34393,35125,AS,JZ
112052,31465,32784,MP,OR
112053,34882,36179,RB,SS
112054,53632,55901,CU,PO
112055,81151,83411,AP,JZ
112056,66821,67554,JZ,RE
112057,35694,36622,PI,AE
112058,30084,31560,AN,CM
112059,32039,33701,SR,RA
112060,32924,33869,RO,AL
112061,75516,76779,OR,AM
112062,31852,32605,AN,RO
112063,32136,33397,RB,SS
112064,65599,66188,SA,EC
112065,77912,78653,JZ,RE
112066,42647,44202,TP,MP
112067,80496,82152,CM,SA
112068,78705,79763,CP,OD
112069,30855,31455,JZ,MP
112070,59017,59752,CU,EC
112071,38934,39266,AN,MM
112072,66377,67029,EC,RA
112073,52888,54962,OR,CS
112074,64703,66005,TP,CM
112075,70790,71565,SA,OR
112076,31499,32157,TP,SS
112077,67278,67937,EC,CG
112078,87492,88480,RA,CP
112079,25940,27425,MM,LU
112080,83786,84918,SA,SR
112081,33252,33834,JZ,SS
112082,69665,70372,AM,OR
112083,24999,25794,TP,MP
112084,70390,71282,RO,RM
112085,38628,39027,RE,BC
112086,59187,59606,BC,AN
112087,61887,63066,IN,CG
112088,34292,35278,SP,SA
112089,67684,69033,OR,EC
112090,45984,46504,EC,CG
112091,84751,85368,OR,AP
112092,49691,50139,IN,AN
112093,73315,74671,CS,CM
112094,44963,45728,CS,IN
112095,83190,83995,PE,TP
112096,70552,71705,SR,AM
112097,31790,32770,AM,OR
112098,59015,59786,CA,PE
112099,32814,34242,MM,OR
112100,66786,67365,EC,RA
112101,30646,31081,AF,CM
112102,67830,69143,CS,RM
112103,36924,37918,MO,SA
112104,45169,45757,AN,CS
112105,47409,48080,LU,OD
112106,57156,59144,CA,CG
112107,65408,66412,SS,CM
112108,43901,44947,CS,SP
112109,65392,65898,RA,CP
112110,32041,32969,TP,SA
112111,77018,77738,AE,CG
112112,54685,56864,LA,AL
112113,37035,38669,AM,AP
112114,72611,73773,JZ,CS
112115,60559,61309,AP,OR
112116,66941,67656,CU,CG
112117,62743,63286,RA,EC
112118,66079,67806,RE,AS
112119,35131,35614,PE,AV
112120,29531,30143,RB,CM
112121,26931,28257,OR,CU
112122,34247,34643,AX,CG
112123,70016,70918,LU,AL
112124,66072,66909,CG,MP
112125,39620,40090,PO,RB
112126,46823,47229,EC,CP
112127,44382,45211,SA,AV
112128,28932,29701,AM,SS
112129,27325,28578,OD,AE
112130,77616,78646,SP,AV
112131,33746,34524,JZ,RE
112132,60314,60755,RO,AN
112133,43200,43715,AN,AM
112134,36451,37830,OS,AV
112135,47565,48995,CM,SP
112136,40515,41251,PA,PE
112137,76113,76979,AM,CG
112138,62434,62887,AN,AE
112139,51585,53932,OD,RO
112140,44144,45274,AH,SA
112141,36371,36946,PE,CM
112142,78042,79281,RA,AM
112143,27411,29088,PO,OS
112144,30022,31880,RB,SA
112145,66203,67646,MM,CM
112146,79585,80608,CM,RE
112147,62795,63896,SP,AM
112148,63331,65414,AN,AS
112149,53406,54098,MP,CU
112150,27610,28167,OR,AP
112151,77171,78322,RB,CA
112152,27339,28368,PI,OR
112153,70500,71908,OR,MP
112154,68520,69554,CS,AM
112155,30405,30702,CG,CU
112156,41629,42488,SS,SP
112157,60828,61796,BC,JZ
112158,34793,35029,AE,RM
112159,51666,53723,CG,OR
112160,58611,58889,RO,IN
112161,68538,69020,EN,OR
112162,67875,69619,AP,AN
112163,50574,52765,QC,CS
112164,64836,65222,SA,EC
112165,34661,35137,QC,EC
112166,24277,25588,OD,CP
112167,69083,69490,PI,EC
112168,30684,31194,CP,CG
112169,63141,65485,AP,MM
112170,56939,57762,CH,AM
112171,32951,33372,EC,SA
112172,60784,62491,BC,OR
112173,35906,37215,OR,SA
112174,62611,63740,MO,SS
112175,65604,66026,SP,RE
112176,73453,75903,CU,RB
112177,70614,71158,AN,BC
112178,66045,67765,MO,PI
112179,62165,63240,AM,OR
112180,35087,35729,OR,AP
112181,78771,79745,OS,OR
112182,28733,29600,CS,AE
112183,69851,70237,LA,CM
112184,32203,33218,OL,PI
112185,31142,32522,RB,PA
112186,38611,38928,RO,CS
112187,27102,28832,CG,OR
112188,65504,65984,LA,JZ
112189,49892,50391,OS,AM
112190,49888,50598,BC,AN
112191,61710,62339,CR,AM
112192,63163,64035,MP,CS
112193,38715,39082,RE,TP
112194,30554,31746,PE,CG
112195,26085,26526,OL,OR
112196,69294,69636,RE,MP
112197,59069,60087,AL,RO
112198,56154,56676,MP,RE
112199,45825,46860,SS,PO
112200,63134,63495,CG,EC
112201,47305,47840,SR,CG
112202,29387,30220,AN,CG
112203,80146,80828,CM,RB
112204,33844,34301,EC,CU
112205,32878,34023,EN,AP
112206,35781,36318,EC,SA
112207,43347,44917,CU,SA
112208,55903,56943,PE,TP
112209,66354,69010,AF,AN
112210,32304,32957,RE,SP
112211,67191,68539,IN,CM
112212,58922,61137,BV,RO
112213,46370,46857,MP,BC
112214,65465,66070,PI,EC
112215,31508,33422,CM,AN
112216,39982,41539,PO,BC
112217,66489,67927,EC,OD
112218,33440,34786,CS,LA
112219,73076,74090,AN,SP
112220,72813,73591,BC,SS
112221,73995,75545,BC,CP
112222,49073,49522,EC,CU
112223,65754,66690,RM,CS
112224,61734,62405,RB,AH
112225,72395,72961,MP,RE
112226,63748,64478,PI,QC
112227,29855,30622,RB,CM
112228,28977,30624,CG,OR
112229,70685,72012,CG,CS
112230,60170,61960,CU,EN
112231,53657,53812,PI,MP
112232,23142,24866,AN,OR
112233,76781,78056,TP,SA
112234,26633,27889,AF,SA
112235,54355,55021,RB,CM
112236,63686,64394,MP,EC
112237,88891,89865,OR,CH
112238,63909,64927,CG,SS
112239,59994,62255,OD,SS
112240,41770,42760,LU,AE
112241,68724,70811,SS,LU
112242,59443,60629,AM,TE
112243,31784,32451,SP,MP
112244,34542,35983,TP,SA
112245,29941,31450,CS,AH
112246,85879,87169,BC,RA
112247,59600,61093,AE,OD
112248,64574,65231,CS,MP
112249,64953,66617,CU,SP
112250,28175,29137,EC,TE
112251,72156,73121,MP,LA
112252,44291,44933,SS,OS
112253,81243,83387,SR,AN
112254,28115,29536,OD,PI
112255,27181,28389,OD,AL
112256,70652,71242,AM,CR
112257,69509,70172,TE,EC
112258,40549,41493,OL,OS
112259,31048,31649,OS,AM
112260,58693,59191,SA,EC
112261,67223,69041,CS,JZ
112262,41047,42057,AN,SP
112263,57914,58774,CS,SP
112264,67882,69305,AP,OS
112265,70251,72094,OR,CG
112266,55579,57353,SA,AS
112267,31259,31653,RO,CS
112268,67961,69202,CS,AH
112269,79886,80728,SP,CS
112270,56565,56972,BC,MM
112271,68814,69805,EC,OD
112272,70417,71385,MP,LU
112273,84800,85475,PO,CM
112274,42238,43189,AL,BC
112275,66883,67921,CP,LU
112276,28008,28621,EC,RA
112277,37729,38027,AS,AF
112278,75690,76313,CS,RE
112279,68880,69249,CM,PO
112280,26065,27628,PO,SP
112281,59213,60017,AM,TE
112282,72829,73394,OR,BV
112283,65786,66522,MP,JZ
112284,63636,64820,SA,CM
112285,64344,64625,SA,EC
112286,30628,30898,EC,CU
112287,49451,49811,MP,SS
112288,35775,36293,CA,RB
112289,84076,85186,AP,OL
112290,26896,28215,OR,RA
112291,38746,39775,SR,SA
112292,81980,82966,AE,AL
112293,23555,24974,MP,SR
112294,67172,68843,SA,MO
112295,42167,42782,MP,JZ
112296,55925,58635,MO,OD
112297,68575,70318,AV,MO
112298,69312,70313,CP,OD
112299,30636,31566,MP,CM
112300,56722,57549,SA,MP
112301,57703,58889,CG,RA
112302,55353,56634,OS,AV
112303,59918,61638,RA,PO
112304,67871,68275,SS,JZ
112305,68703,69001,SA,EC
112306,62371,63118,MP,EC
112307,26364,27911,AH,CG
112308,55247,55787,MM,AM
112309,34985,36425,LU,RO
112310,40515,40767,CR,CH
112311,69174,70829,IN,LU
112312,71067,71388,SR,OD
112313,73271,73486,MP,PI
112314,56426,57300,OR,CH
112315,66856,67382,MP,BC
112316,73188,74356,AN,SS
112317,27034,28599,QC,CS
112318,30266,31456,OR,AN
112319,61745,63142,AM,OD
112320,35798,36988,BC,CU
112321,71272,71624,RE,MP
112322,64030,64326,CU,EC
112323,61734,62372,OR,MO
112324,58930,60973,CS,OR
112325,28284,28671,CU,LU
112326,31589,33010,SR,MP
112327,60837,61492,OR,AP
112328,55785,56506,BC,PA
112329,45605,45957,CS,RO
112330,30252,32135,AN,JZ
112331,60366,61007,SA,RA
112332,29099,29684,LU,AL
112333,28804,29338,BV,SA
112334,36992,37706,MP,BC
112335,51526,53169,OD,EC
112336,50500,50935,CP,PI
112337,28079,28963,SP,MP
112338,53370,53816,SA,MP
112339,66985,68346,CR,AM
112340,72348,73383,RO,CG
112341,60179,61593,EC,OR
112342,67189,69127,RA,CR
112343,70214,71639,SA,CM
